incident_zip,borough,complaint_count,avg_resolution_days,median_resolution_days,population,income,missed_avg_days,missed_median_days,lit_avg_days,lit_median_days,complaints_per_1000
10001,MANHATTAN,9,0.9177533436213992,0.6827083333333334,29079.0,123393.0,0.9177533436213992,0.6827083333333334,,,0.00030950170225936243
10002,MANHATTAN,13,1.4282621082621083,1.085636574074074,75517.0,46525.0,1.4282621082621083,1.085636574074074,,,0.00017214666896195557
10003,MANHATTAN,37,0.7955543043043043,0.8455787037037037,53825.0,153750.0,0.7955543043043043,0.8455787037037037,,,0.0006874129122155133
10005,MANHATTAN,1,1.0842824074074073,1.0842824074074073,9238.0,211810.0,1.0842824074074073,1.0842824074074073,,,0.00010824853864472829
10007,MANHATTAN,4,1.9363773148148147,1.6708854166666667,7802.0,250001.0,1.9363773148148147,1.6708854166666667,,,0.0005126890540886952
10009,MANHATTAN,23,0.9583172302737519,0.8772569444444445,58341.0,87963.0,0.9583172302737519,0.8772569444444445,,,0.00039423390068733826
10010,MANHATTAN,11,0.6690277777777778,0.6314930555555556,31905.0,156127.0,0.6690277777777778,0.6314930555555556,,,0.00034477354646607117
10011,MANHATTAN,24,0.8796088927469136,0.6497280092592592,49344.0,146571.0,0.8796088927469136,0.6497280092592592,,,0.00048638132295719845
10012,MANHATTAN,23,0.8228985507246377,0.8825810185185186,21846.0,130938.0,0.8228985507246377,0.8825810185185186,,,0.0010528243156641948
10013,MANHATTAN,46,1.2735167572463768,0.9957754629629629,28215.0,159474.0,1.2735167572463768,0.9957754629629629,,,0.0016303384724437357
10014,MANHATTAN,34,1.2363408905228759,0.8320775462962963,29772.0,167254.0,1.2363408905228759,0.8320775462962963,,,0.001142012629316136
10016,MANHATTAN,52,0.7371064814814815,0.6829398148148148,54297.0,153065.0,0.7371064814814815,0.6829398148148148,,,0.0009576956369596847
10017,MANHATTAN,1,0.8114236111111112,0.8114236111111112,14985.0,132518.0,0.8114236111111112,0.8114236111111112,,,6.67334000667334e-05
10018,MANHATTAN,5,0.964210648148148,0.5412152777777778,8764.0,133042.0,0.964210648148148,0.5412152777777778,,,0.0005705157462345961
10019,MANHATTAN,15,0.9416905864197531,0.9174768518518519,44276.0,121835.0,0.9416905864197531,0.9174768518518519,,,0.0003387839913271298
10021,MANHATTAN,54,1.0404305984224966,0.767332175925926,39479.0,156712.0,1.0404305984224966,0.767332175925926,,,0.0013678158008054915
10022,MANHATTAN,12,1.1696190200617285,1.005625,34340.0,171038.0,1.1696190200617285,1.005625,,,0.00034944670937682004
10023,MANHATTAN,21,1.0261281966490299,0.938599537037037,67468.0,157866.0,1.0261281966490299,0.938599537037037,,,0.0003112586707772574
10024,MANHATTAN,17,1.1138929738562091,1.0389467592592592,62576.0,182614.0,1.1138929738562091,1.0389467592592592,,,0.00027166964970595754
10025,MANHATTAN,26,0.7590544871794871,0.8453761574074075,93223.0,109195.0,0.7608226851851851,0.8510648148148148,,,0.0002789011295495747
10026,MANHATTAN,29,1.4474517081736908,1.1528472222222221,37113.0,74140.0,1.4474517081736908,1.1528472222222221,,,0.0007813973540268909
10027,MANHATTAN,43,1.5229635012919898,0.9483449074074074,65068.0,64220.0,1.5229635012919898,0.9483449074074074,,,0.0006608471137886519
10028,MANHATTAN,24,0.961436149691358,0.8880787037037037,45679.0,168125.0,0.961436149691358,0.8880787037037037,,,0.0005254055474069047
10029,MANHATTAN,12,0.9895592206790123,0.8833969907407407,74848.0,38308.0,0.9895592206790123,0.8833969907407407,,,0.0001603249251817016
10030,MANHATTAN,17,1.1396058006535947,0.9234259259259259,30781.0,42738.0,1.1396058006535947,0.9234259259259259,,,0.0005522887495532959
10031,MANHATTAN,30,1.1093128858024692,1.0466782407407407,60305.0,65067.0,1.1093128858024692,1.0466782407407407,,,0.000497471188127021
10032,MANHATTAN,44,0.5635448232323232,0.5695138888888889,55579.0,56588.0,0.5635448232323232,0.5695138888888889,,,0.0007916659169830331
10033,MANHATTAN,14,0.5865170304232805,0.6735358796296296,53611.0,75585.0,0.5865170304232805,0.6735358796296296,,,0.00026114043759676187
10034,MANHATTAN,13,0.798213141025641,0.8800347222222222,39037.0,69786.0,0.798213141025641,0.8800347222222222,,,0.00033301739375464305
10035,MANHATTAN,15,0.9175516975308643,1.0148148148148148,39082.0,40556.0,0.9175516975308643,1.0148148148148148,,,0.0003838084028452996
10036,MANHATTAN,16,0.8497685185185185,0.8545023148148149,30589.0,100225.0,0.8497685185185185,0.8545023148148149,,,0.0005230638464807611
10037,MANHATTAN,3,0.3669560185185185,0.2580439814814815,18333.0,51250.0,0.3669560185185185,0.2580439814814815,,,0.00016363933889707084
10038,MANHATTAN,9,0.6415213477366255,0.8748148148148148,23342.0,115121.0,0.6415213477366255,0.8748148148148148,,,0.0003855710736012338
10039,MANHATTAN,8,-1.217974537037037,0.8830787037037038,30512.0,48792.0,-1.217974537037037,0.8830787037037038,,,0.00026219192448872575
10040,MANHATTAN,5,1.0337083333333335,1.1103819444444445,41581.0,64022.0,1.0337083333333335,1.1103819444444445,,,0.00012024722830138766
10065,MANHATTAN,32,0.9035243055555555,0.8683333333333334,31047.0,160938.0,0.9035243055555555,0.8683333333333334,,,0.0010306953973008663
10069,MANHATTAN,3,1.1094097222222221,1.1177199074074073,6669.0,226151.0,1.1094097222222221,1.1177199074074073,,,0.000449842555105713
10075,MANHATTAN,9,0.6126440329218107,0.6068981481481481,23865.0,146556.0,0.6126440329218107,0.6068981481481481,,,0.0003771213073538655
10128,MANHATTAN,59,0.9493732344632769,0.9037962962962963,59000.0,148705.0,0.9493732344632769,0.9037962962962963,,,0.001
10301,STATEN ISLAND,67,0.7366461894586894,0.799074074074074,39799.0,84937.0,0.7366461894586894,0.799074074074074,,,0.001683459383401593
10302,STATEN ISLAND,26,0.6650641025641026,0.49121527777777774,19693.0,76089.0,0.6650641025641026,0.49121527777777774,,,0.0013202660843954705
10303,STATEN ISLAND,31,0.9528565561529271,1.1235532407407407,25993.0,79429.0,0.9528565561529271,1.1235532407407407,,,0.0011926287846727966
10304,STATEN ISLAND,60,0.6395656779661016,0.559837962962963,45843.0,71506.0,0.6395656779661016,0.559837962962963,,,0.001308814868136902
10305,STATEN ISLAND,56,0.8208949239417989,1.0310011574074074,41714.0,86294.0,0.8208949239417989,1.0310011574074074,,,0.001342474948458551
10306,STATEN ISLAND,46,0.9379456018518518,0.9361342592592592,57249.0,97746.0,0.9379456018518518,0.9361342592592592,,,0.0008035074848468969
10307,STATEN ISLAND,40,1.3530766782407408,1.2241319444444443,14821.0,138807.0,1.3530766782407408,1.2241319444444443,,,0.0026988732204304704
10308,STATEN ISLAND,34,1.1520717592592593,1.0416666666666665,29996.0,122654.0,1.1520717592592593,1.0416666666666665,,,0.0011334844645952793
10309,STATEN ISLAND,53,1.3609458968772694,1.2168055555555555,34918.0,123638.0,1.3609458968772694,1.2168055555555555,,,0.0015178418007904234
10310,STATEN ISLAND,38,0.8729069200779728,0.6856365740740741,25824.0,106118.0,0.8729069200779728,0.6856365740740741,,,0.0014714993804213134
10312,STATEN ISLAND,53,0.9792380765199161,1.105173611111111,63345.0,111434.0,0.9792380765199161,1.105173611111111,,,0.0008366879785302707
10314,STATEN ISLAND,97,1.1306888985339507,0.9642824074074074,93539.0,104655.0,1.1306888985339507,0.9642824074074074,,,0.001037000609371492
10451,BRONX,22,-1.004655408249158,0.6474016203703703,48975.0,37111.0,-1.004655408249158,0.6474016203703703,,,0.00044920877998979073
10452,BRONX,17,1.1347617102396514,0.8582986111111112,76745.0,37854.0,1.1347617102396514,0.8582986111111112,,,0.00022151280213694702
10453,BRONX,15,1.5537777777777777,1.2259027777777778,78270.0,35482.0,1.5537777777777777,1.2259027777777778,,,0.00019164430816404754
10454,BRONX,17,-0.23173466435185186,0.6646064814814815,40368.0,27500.0,-0.23173466435185186,0.6646064814814815,,,0.0004211256440745145
10455,BRONX,21,0.655978835978836,0.8961805555555555,42940.0,36701.0,0.655978835978836,0.8961805555555555,,,0.0004890544946436889
10456,BRONX,32,0.6062145543981481,0.9640393518518519,86958.0,35676.0,0.6062145543981481,0.9640393518518519,,,0.0003679937441063502
10457,BRONX,25,1.330379166666667,0.902800925925926,79375.0,44911.0,1.330379166666667,0.902800925925926,,,0.00031496062992125983
10458,BRONX,31,0.6848446833930705,0.6185879629629629,78741.0,42107.0,0.6848446833930705,0.6185879629629629,,,0.00039369578745507424
10459,BRONX,60,0.5309112131198995,0.7176736111111112,49753.0,39276.0,0.5309112131198995,0.7176736111111112,,,0.0012059574297027314
10460,BRONX,49,0.3305990173847317,0.6738541666666666,61101.0,36067.0,0.3305990173847317,0.6738541666666666,,,0.0008019508682345624
10461,BRONX,32,0.9085069444444445,0.9698553240740742,50900.0,65023.0,0.9085069444444445,0.9698553240740742,,,0.0006286836935166994
10462,BRONX,35,0.9104222883597883,0.7367013888888889,75452.0,63460.0,0.9104222883597883,0.7367013888888889,,,0.0004638710703493612
10463,BRONX,30,0.5515111882716048,0.2877835648148148,69373.0,72952.0,0.5515111882716048,0.2877835648148148,,,0.0004324448993124126
10464,BRONX,11,1.6671496212121213,1.7459259259259259,4273.0,100306.0,1.6671496212121213,1.7459259259259259,,,0.0025743037678446056
10465,BRONX,61,0.8136954089506172,0.8981192129629629,46457.0,90255.0,0.8136954089506172,0.8981192129629629,,,0.001313042168026347
10466,BRONX,92,0.7812533967391305,0.857025462962963,74061.0,66328.0,0.7812533967391305,0.857025462962963,,,0.0012422192516979248
10467,BRONX,48,0.8624549093364197,0.9209895833333334,96304.0,47806.0,0.8624549093364197,0.9209895833333334,,,0.0004984216647283602
10468,BRONX,13,0.3768563034188034,0.8632291666666667,79825.0,46624.0,0.3768563034188034,0.8632291666666667,,,0.00016285624804259318
10469,BRONX,142,0.9309897064617809,0.8222685185185186,69855.0,76018.0,0.9309897064617809,0.8222685185185186,,,0.0020327821916827716
10470,BRONX,44,-0.29826415193602696,0.8309722222222222,15558.0,81134.0,-0.29826415193602696,0.8309722222222222,,,0.002828127008612932
10471,BRONX,17,0.775890522875817,0.8549305555555555,23400.0,108738.0,0.775890522875817,0.8549305555555555,,,0.0007264957264957265
10472,BRONX,35,-0.09535019841269844,0.7240625,63820.0,43125.0,-0.09535019841269844,0.7240625,,,0.0005484174240050141
10473,BRONX,44,0.6754061447811448,0.8022974537037038,59778.0,50609.0,0.6754061447811448,0.8022974537037038,,,0.0007360567432834822
10474,BRONX,6,0.16201774691358026,0.02078125,11188.0,41279.0,0.16201774691358026,0.02078125,,,0.0005362888809438684
10475,BRONX,9,0.1475758744855967,0.964212962962963,42771.0,62383.0,0.1475758744855967,0.964212962962963,,,0.00021042295012976082
11001,QUEENS,4,1.077120949074074,1.1543287037037038,25714.0,144755.0,1.077120949074074,1.1543287037037038,,,0.00015555728396982187
11004,QUEENS,2,1.2219907407407407,1.2219907407407407,14296.0,109865.0,1.2219907407407407,1.2219907407407407,,,0.0001398992725237829
11040,QUEENS,2,1.7702951388888888,1.7702951388888888,42344.0,153511.0,1.7702951388888888,1.7702951388888888,,,4.723219346306443e-05
11101,QUEENS,28,1.072957175925926,0.9666782407407407,39007.0,116807.0,1.072957175925926,0.9666782407407407,,,0.0007178198784833492
11102,QUEENS,68,1.2490076933551197,1.0662500000000001,28349.0,102996.0,1.2490076933551197,1.0662500000000001,,,0.0023986736745564216
11103,QUEENS,16,1.0477256944444444,1.0124189814814815,35357.0,92787.0,1.0477256944444444,1.0124189814814815,,,0.00045252708091749865
11104,QUEENS,10,1.588420138888889,1.4730034722222223,26825.0,84716.0,1.588420138888889,1.4730034722222223,,,0.0003727865796831314
11105,QUEENS,32,1.259945384837963,1.2032986111111112,38507.0,100306.0,1.259945384837963,1.2032986111111112,,,0.0008310177370348249
11106,QUEENS,40,1.4979892939814814,1.1305439814814815,40657.0,85573.0,1.4979892939814814,1.1305439814814815,,,0.0009838404210837002
11201,BROOKLYN,38,0.5720333820662769,0.5964178240740741,69251.0,169285.0,0.5720333820662769,0.5964178240740741,,,0.0005487285382160547
11203,BROOKLYN,129,0.6807808883101851,0.69046875,76853.0,68028.0,0.6807808883101851,0.69046875,,,0.0016785291400465824
11204,BROOKLYN,95,1.010104410331384,0.9063888888888889,81368.0,67588.0,1.010104410331384,0.9063888888888889,,,0.0011675351489529053
11205,BROOKLYN,27,0.5784867969821673,0.533912037037037,50205.0,86753.0,0.5784867969821673,0.533912037037037,,,0.000537795040334628
11206,BROOKLYN,33,0.5776710792824075,0.9823032407407408,89231.0,57280.0,0.5776710792824075,0.9823032407407408,,,0.0003698266297587161
11207,BROOKLYN,111,0.18814700116783453,0.7155902777777777,93445.0,55419.0,0.18814700116783453,0.7155902777777777,,,0.001187864519235914
11208,BROOKLYN,140,0.5742361937830688,0.8854861111111112,106901.0,59988.0,0.5742361937830688,0.8854861111111112,,,0.0013096229221429172
11209,BROOKLYN,30,1.555385137292465,1.147326388888889,70756.0,92656.0,1.555385137292465,1.147326388888889,,,0.0004239923116060829
11210,BROOKLYN,48,0.0558723958333334,0.5916030092592592,60398.0,83261.0,0.0558723958333334,0.5916030092592592,,,0.0007947283022616643
11211,BROOKLYN,86,0.7634882375107667,0.6401157407407407,65691.0,105183.0,0.7634882375107667,0.6401157407407407,,,0.0013091595500144616
11212,BROOKLYN,27,1.3445160322359397,0.9605671296296296,87946.0,40060.0,1.3445160322359397,0.9605671296296296,,,0.00030700657221476816
11213,BROOKLYN,50,0.5732020833333333,0.594386574074074,69630.0,62040.0,0.5732020833333333,0.594386574074074,,,0.0007180812868016659
11214,BROOKLYN,92,0.803930027173913,0.6644675925925926,88994.0,64286.0,0.803930027173913,0.6644675925925926,,,0.0010337775580376205
11215,BROOKLYN,71,0.9892517605633803,0.9486805555555555,70922.0,180773.0,0.9892517605633803,0.9486805555555555,,,0.00100109979978004
11216,BROOKLYN,56,0.7606167328042328,0.7630787037037037,59913.0,95000.0,0.7606167328042328,0.7630787037037037,,,0.0009346886318495151
11217,BROOKLYN,27,1.720264489026063,0.7478587962962963,42569.0,158314.0,1.720264489026063,0.7478587962962963,,,0.0006342643707862529
11218,BROOKLYN,70,1.1066150793650793,0.8613599537037038,71313.0,95916.0,1.1066150793650793,0.8613599537037038,,,0.0009815882097233323
11219,BROOKLYN,35,0.9370634920634922,0.7898611111111111,94737.0,55685.0,0.9370634920634922,0.7898611111111111,,,0.00036944382870472995
11220,BROOKLYN,75,1.196583024691358,0.9884606481481482,90792.0,64201.0,1.196583024691358,0.9884606481481482,,,0.0008260639703938673
11221,BROOKLYN,55,1.021940867003367,0.9544444444444444,90750.0,85122.0,1.021940867003367,0.9544444444444444,,,0.0006060606060606061
11222,BROOKLYN,96,0.6810423900462963,0.6423726851851852,41418.0,123963.0,0.6810423900462963,0.6423726851851852,,,0.0023178328263074024
11223,BROOKLYN,40,0.9342025462962964,0.981712962962963,78566.0,63950.0,0.9342025462962964,0.981712962962963,,,0.0005091260850749688
11224,BROOKLYN,13,0.4235826210826211,0.2495601851851852,48469.0,41449.0,0.4235826210826211,0.2495601851851852,,,0.0002682126720171656
11225,BROOKLYN,27,0.3615286351165981,0.45913194444444444,56544.0,85201.0,0.3615286351165981,0.45913194444444444,,,0.0004775042444821732
11226,BROOKLYN,71,0.4103320105820106,0.7801215277777778,100022.0,81084.0,0.4103320105820106,0.7801215277777778,,,0.0007098438343564416
11228,BROOKLYN,30,0.9401300154320987,0.9497800925925926,42325.0,80737.0,0.9401300154320987,0.9497800925925926,,,0.0007088009450679268
11229,BROOKLYN,39,0.6355546652421652,0.7017013888888889,79802.0,72556.0,0.6355546652421652,0.7017013888888889,,,0.0004887095561514748
11230,BROOKLYN,111,0.7008440732399066,0.7930208333333333,88252.0,69522.0,0.7008440732399066,0.7930208333333333,,,0.001257761863753796
11231,BROOKLYN,22,0.9711579335016836,0.7150000000000001,39704.0,138485.0,0.9711579335016836,0.7150000000000001,,,0.0005541003425347573
11232,BROOKLYN,46,0.9177797906602254,0.8490219907407408,26681.0,87517.0,0.9177797906602254,0.8490219907407408,,,0.001724073310595555
11233,BROOKLYN,74,1.1242520645645646,1.042175925925926,82711.0,62034.0,1.1242520645645646,1.042175925925926,,,0.000894681481302366
11234,BROOKLYN,61,0.8220949074074073,0.9030208333333334,87778.0,94434.0,0.8220949074074073,0.9030208333333334,,,0.0006949349495317733
11235,BROOKLYN,35,0.7571653730936819,0.7278530092592592,81958.0,61689.0,0.7571653730936819,0.7278530092592592,,,0.00042704800019522195
11236,BROOKLYN,61,0.8384475308641975,0.7879398148148148,95174.0,82813.0,0.8384475308641975,0.7879398148148148,,,0.000640931346796394
11237,BROOKLYN,24,0.8546768904320987,0.8361979166666667,45233.0,82570.0,0.8546768904320987,0.8361979166666667,,,0.0005305860765370416
11238,BROOKLYN,67,0.569017067440575,0.5191898148148149,58462.0,132957.0,0.569017067440575,0.5191898148148149,,,0.001146043583866443
11239,BROOKLYN,7,1.3402364417989419,1.5852893518518518,16047.0,35675.0,1.3402364417989419,1.5852893518518518,,,0.00043621860783947156
11249,BROOKLYN,40,-0.24881770833333333,0.5647627314814815,45353.0,121400.0,-0.24881770833333333,0.5647627314814815,,,0.0008819703216986748
11354,QUEENS,40,0.8538716761633429,0.7234722222222222,52325.0,62833.0,0.8538716761633429,0.7234722222222222,,,0.0007644529383659818
11355,QUEENS,31,1.0934864097968937,0.8772569444444445,79802.0,53700.0,1.0934864097968937,0.8772569444444445,,,0.00038846144206912105
11356,QUEENS,5,1.8349374999999999,0.5018402777777777,26956.0,91445.0,1.8349374999999999,0.5018402777777777,,,0.00018548746104763317
11357,QUEENS,31,0.7897050477897252,0.531886574074074,42341.0,97754.0,0.7897050477897252,0.531886574074074,,,0.0007321508703148249
11358,QUEENS,16,1.0903168402777776,0.8316782407407408,36496.0,88729.0,1.1068989197530863,0.8217708333333333,,,0.00043840420868040335
11360,QUEENS,9,1.539059927983539,1.8285763888888888,19510.0,100250.0,1.539059927983539,1.8285763888888888,,,0.0004613018964633521
11361,QUEENS,34,1.2110991966230937,1.0193055555555555,30402.0,108391.0,1.2110991966230937,1.0193055555555555,,,0.0011183474771396618
11362,QUEENS,15,1.2638148148148147,1.0140277777777778,18156.0,118989.0,1.2638148148148147,1.0140277777777778,,,0.0008261731658955717
11363,QUEENS,37,1.1027311599794238,0.951099537037037,7515.0,110833.0,1.1027311599794238,0.951099537037037,,,0.004923486360612109
11364,QUEENS,19,0.8232169495884774,0.8574710648148148,36417.0,101222.0,0.8232169495884774,0.8574710648148148,,,0.0005217343548342807
11365,QUEENS,16,1.0092201967592593,0.9321932870370371,43258.0,85375.0,1.0092201967592593,0.9321932870370371,,,0.0003698737805723797
11366,QUEENS,14,0.8860598544973545,0.8667245370370371,12967.0,117402.0,0.8860598544973545,0.8667245370370371,,,0.0010796637618570217
11367,QUEENS,17,1.0727920751633988,0.9434606481481481,42210.0,75804.0,1.0727920751633988,0.9434606481481481,,,0.0004027481639421938
11368,QUEENS,41,0.928799401535682,0.8673032407407407,107060.0,71798.0,0.928799401535682,0.8673032407407407,,,0.00038296282458434523
11369,QUEENS,101,1.2007622685185186,0.8897743055555556,33354.0,80577.0,1.2007622685185186,0.8897743055555556,,,0.0030281225640103136
11370,QUEENS,33,0.9753079405162739,0.8706481481481482,28762.0,74895.0,0.9753079405162739,0.8706481481481482,,,0.0011473471942145886
11372,QUEENS,46,0.9338287037037037,0.8579398148148148,66995.0,77133.0,0.9338287037037037,0.8579398148148148,,,0.0006866184043585342
11373,QUEENS,29,0.6249325510855683,0.7251388888888889,99433.0,71470.0,0.6249325510855683,0.7251388888888889,,,0.00029165367634487546
11374,QUEENS,18,0.5159876543209877,0.34087384259259257,46128.0,86333.0,0.5159876543209877,0.34087384259259257,,,0.0003902185223725286
11375,QUEENS,80,0.4206816983122363,0.1829976851851852,75320.0,104319.0,0.4206816983122363,0.1829976851851852,,,0.0010621348911311736
11377,QUEENS,63,0.8565217151675485,0.7439467592592592,83545.0,73292.0,0.8565217151675485,0.7439467592592592,,,0.000754084625052367
11378,QUEENS,20,0.8374664351851852,0.9059837962962963,37828.0,84762.0,0.8374664351851852,0.9059837962962963,,,0.0005287088928835783
11379,QUEENS,20,0.9138663194444444,0.9302314814814815,37378.0,92509.0,0.9138663194444444,0.9302314814814815,,,0.0005350741077639254
11385,QUEENS,42,1.2783564814814814,1.0891724537037035,103865.0,87365.0,1.2783564814814814,1.0891724537037035,,,0.0004043710585856641
11411,QUEENS,9,1.2349138374485598,0.9195833333333333,20501.0,118393.0,1.2349138374485598,0.9195833333333333,,,0.0004390029754646115
11412,QUEENS,35,1.2339239417989418,0.9609722222222222,41350.0,98418.0,1.2339239417989418,0.9609722222222222,,,0.0008464328899637243
11413,QUEENS,19,1.386181164717349,1.172789351851852,45072.0,114766.0,1.386181164717349,1.172789351851852,,,0.00042154774582889597
11414,QUEENS,13,0.9161128917378918,0.8798726851851851,31090.0,98209.0,0.9161128917378918,0.8798726851851851,,,0.0004181408813123191
11415,QUEENS,6,1.2269926697530862,1.0486111111111112,21379.0,88632.0,1.2269926697530862,1.0486111111111112,,,0.000280649235230834
11416,QUEENS,5,1.0271041666666665,1.0565162037037037,26660.0,85544.0,1.0271041666666665,1.0565162037037037,,,0.00018754688672168043
11417,QUEENS,11,0.596735058922559,0.7775578703703704,30091.0,86330.0,0.596735058922559,0.7775578703703704,,,0.0003655578079824532
11418,QUEENS,17,1.2025674019607844,1.0563888888888888,36304.0,84927.0,1.2025674019607844,1.0563888888888888,,,0.00046826795945350376
11419,QUEENS,11,1.0912994528619528,1.1035185185185186,46938.0,91231.0,1.0912994528619528,1.1035185185185186,,,0.0002343516979845754
11420,QUEENS,25,0.9653592592592593,0.7763888888888889,50060.0,98584.0,0.9653592592592593,0.7763888888888889,,,0.0004994007191370355
11421,QUEENS,7,1.233189484126984,1.0622337962962962,41937.0,89439.0,1.233189484126984,1.0622337962962962,,,0.00016691704223001168
11422,QUEENS,10,1.5485520833333333,1.1044039351851853,33085.0,108519.0,1.5485520833333333,1.1044039351851853,,,0.0003022517757291824
11423,QUEENS,46,0.8889567901234567,0.8260185185185185,29105.0,80870.0,0.8889567901234567,0.8260185185185185,,,0.001580484452843154
11426,QUEENS,16,1.1435083912037036,0.9443634259259259,19638.0,107591.0,1.1435083912037036,0.9443634259259259,,,0.0008147469192382117
11427,QUEENS,13,1.4852483974358974,0.9868287037037037,25124.0,92129.0,1.4852483974358974,0.9868287037037037,,,0.0005174335296927241
11428,QUEENS,11,1.4094602272727272,1.0559375,18898.0,84977.0,1.4094602272727272,1.0559375,,,0.0005820721769499418
11429,QUEENS,8,0.9761024305555556,0.9159953703703704,27933.0,98232.0,0.9761024305555556,0.9159953703703704,,,0.00028639959904056136
11432,QUEENS,26,1.604094106125356,0.8559837962962964,63730.0,75395.0,1.604094106125356,0.8559837962962964,,,0.00040797112819708145
11433,QUEENS,20,1.393277290448343,1.554212962962963,37777.0,71177.0,1.393277290448343,1.554212962962963,,,0.0005294226645842708
11434,QUEENS,73,0.9875325025367834,0.6530555555555555,67611.0,76668.0,0.9875325025367834,0.6530555555555555,,,0.0010797059650056943
11435,QUEENS,39,0.8601287986704653,0.7991666666666667,58424.0,79430.0,0.8601287986704653,0.7991666666666667,,,0.0006675338901821169
11436,QUEENS,9,0.9971141975308642,0.8654166666666666,21364.0,86104.0,0.9971141975308642,0.8654166666666666,,,0.00042126942520127317
11691,QUEENS,11,1.1947835648148148,0.9666666666666667,68704.0,57027.0,1.1947835648148148,0.9666666666666667,,,0.00016010712622263623
11692,QUEENS,4,1.0959635416666667,1.088865740740741,23247.0,49507.0,1.0959635416666667,1.088865740740741,,,0.0001720652127156192
11693,QUEENS,3,0.8233333333333333,1.0251967592592592,13066.0,67829.0,0.8233333333333333,1.0251967592592592,,,0.00022960355120159193
11694,QUEENS,4,2.4525694444444444,2.5375752314814815,21430.0,103792.0,2.4525694444444444,2.5375752314814815,,,0.00018665422305179653
